,modo,tipo,bairro,rua,numero,metros_quadrados,quartos,vagas,banheiros,valor
296,aluguel,Loja,Engenho Velho de Brotas, Avenida Vasco da Gama,,39.0,0,2,0,2200
297,aluguel,Sala,Pituba, Avenida Manoel Dias da Silva,,140.0,0,2,0,2500
298,aluguel,Sala,Pituba, Avenida Manoel Dias da Silva,,140.0,0,2,0,2500
299,aluguel,Apartamento,Graça, Rua Catarina Paraguassu,,45.0,1,1,1,2721
300,aluguel,Apartamento,Graça, Rua Catarina Paraguassu,,45.0,1,1,1,2721
301,aluguel,Apartamento,Graça, Rua Catarina Paraguassu,,45.0,1,1,1,2835
302,aluguel,Loja,Pituba, Alameda Florença,,95.0,0,0,1,3400
303,aluguel,CasaComercial,Barra, Rua Afonso Celso, 413,250.0,0,0,0,15000
304,aluguel,Prédio,Ondina, Avenida Anita Garibaldi, 1211,3200.0,0,100,0,134400
305,aluguel,CasaComercial,Rio Vermelho, Rua Juazeiro,,297.5,0,5,3,7500
306,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,28.0,0,1,1,650
307,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.12,0,1,0,650
308,aluguel,Apartamento2,Armação, Rua Rodolpho Coelho Cavalcante,,65.75,2,2,2,2500
309,aluguel,Apartamento3,Canela, Rua Pedro Lessa,,126.0,3,2,2,2590
310,aluguel,Apartamento2,Imbuí, Rua das Codornas,,84.81,2,2,2,2600
311,aluguel,Apartamento4,Pituba, Rua Magno Valente, 321,182.3,4,2,3,2700
312,aluguel,CasaComercial,Nazaré, Largo da Palma,,260.0,0,0,3,3700
313,aluguel,Apartamento3,Caminho das Árvores, Rua do Benjoim,,190.0,3,2,4,4300
314,aluguel,CasaComercial,Nazaré, Rua Pedro Américo, 47,500.0,0,0,0,8000
315,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,0,594
316,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,0,594
317,aluguel,Sala,Caminho das Árvores, Rua Alceu Amoroso Lima, 668,45.0,0,1,1,1000
318,aluguel,Sala,Caminho das Árvores, Avenida Tancredo Neves,,43.0,0,1,1,1188
319,aluguel,Loja,Barreiras, Estrada das Barreiras,,100.0,0,0,1,3000
320,aluguel,Loja,Uruguai, Rua Nilton Franca,,25.0,0,0,1,950
321,aluguel,CasaComercial,Roma, Rua Francisco Souza, 8,600.0,0,0,5,4300
322,aluguel,Loja,Pituba, Avenida Manoel Dias da Silva,,128.0,0,3,0,18000
323,aluguel,CasaComercial,Caminho das Árvores, Alameda das Algarobas,,333.28,0,6,0,18000
324,aluguel,Galpão,Mares, Rua Frederico Lisboa, 38,315.0,0,3,3,4000
325,aluguel,Apartamento2,Escada, Avenida Afrânio Peixoto,,70.0,2,0,1,600
326,aluguel,Apartamento2,Massaranduba, Largo Juracy Magalhães, 37,40.0,2,0,1,600
327,aluguel,Apartamento,Ribeira, Avenida Porto dos Mastros, 100,25.0,1,0,1,700
328,aluguel,Sala,Barroquinha, Ladeira da Barroquinha, 26,35.0,0,0,1,700
329,aluguel,Sala,Liberdade, Estrada da Liberdade, 503,18.0,0,0,1,700
330,aluguel,Apartamento2,Ribeira, Rua Aníbal da Silva Garcia,,50.0,2,0,1,750
331,aluguel,Apartamento2,Cidade Nova, Travessa Santa Inês, 20,100.0,2,0,1,750
332,aluguel,Sala,Barroquinha, Ladeira da Barroquinha, 26,65.0,0,0,1,800
333,aluguel,Sala,Barroquinha, Ladeira da Barroquinha, 26,55.0,0,0,1,800
334,aluguel,Apartamento2,Vila Rui Barbosa, Rua da Paz,,60.0,2,0,1,850
335,aluguel,Apartamento3,Baixa de Quintas, Rua Desembargador Júlio de Brito, 6,70.0,3,0,2,900
336,aluguel,Apartamento2,Pituaçu, Rua Francisco Pereira Coutinho,,50.0,2,0,1,1100
337,aluguel,Sala,Pituba, Avenida Antônio Carlos Magalhães, 3244,33.15,0,1,1,1100
338,aluguel,Sala,Amaralina, Travessa Doutor Artur Napoleão Carneiro Rego,,19.5,0,0,9,1100
339,aluguel,Apartamento,Narandiba, Rua Amazonas,,48.0,1,0,1,1188
340,aluguel,Sala,Amaralina, Travessa Doutor Artur Napoleão Carneiro Rego,,50.65,0,0,9,2400
341,aluguel,Apartamento,Graça, Rua Catarina Paraguassu,,45.0,1,1,1,2721
342,aluguel,Loja,Barra, Rua Lord Cochrane,,60.0,0,1,2,3300
343,aluguel,Loja,Barra, Rua Lord Cochrane,,70.0,0,1,2,4500
344,aluguel,Prédio,Itapuã, Rua João do Peixe,,235.0,0,7,5,14000
345,aluguel,Conjuntodesalas,Barra, Rua Lord Cochrane,,300.0,0,2,5,18000
346,aluguel,Loja,Engenho Velho de Brotas, Avenida Vasco da Gama,,280.0,0,6,0,20000
347,aluguel,Loja,Cabula, Rua Silveira Martins, 292,614.0,0,7,0,38000
348,aluguel,Loja,Graça, Avenida Euclydes da Cunha,,570.0,0,20,4,65000
349,aluguel,Loja,Tancredo Neves, Rua Direta de Tancredo Neves, 2,335.0,0,0,2,13000
350,aluguel,CasaComercial,Federação, Rua José Wilson de Vasconcelos,,350.0,0,2,2,4800
351,aluguel,Apartamento2,Caminho de Areia, Avenida Caminho de Areia, 237,75.0,2,0,1,1000
352,aluguel,Conjuntodesalas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000
353,aluguel,Conjuntodesalas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000
354,aluguel,Conjuntodesalas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000
355,aluguel,Conjuntodesalas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000
356,aluguel,Loja,Itacaranha, Avenida Afrânio Peixoto, 2,500.0,0,4,2,8000
357,aluguel,Sala,Rio Vermelho, Avenida Juracy Magalhães Júnior, 64,35.0,0,0,1,650
358,aluguel,Sala,Rio Vermelho, Avenida Juracy Magalhães Júnior, 64,42.0,0,0,1,800
359,aluguel,Pontocomercial,Roma, Avenida Fernandes da Cunha,,430.0,0,3,0,12000
360,aluguel,Conjuntodesalas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000
361,aluguel,Conjuntodesalas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000
362,aluguel,Loja,Liberdade, Estrada da Liberdade,,19.0,0,0,0,350
363,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,0,594
364,aluguel,Salão,Calçada,,,100.0,0,0,1,2500
365,aluguel,Loja,Uruguai, Praça Teive e Argolo, 13,170.0,0,0,3,4000
366,aluguel,Salão,Federação, Avenida Cardeal da Silva,,295.0,0,5,4,8000
367,aluguel,Conjuntodesalas,Campinas de Pirajá, Estrada de Campinas, 42,100.0,0,0,1,1000
368,aluguel,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,,30.0,0,1,0,500
369,aluguel,Apartamento,Boca do Rio, Avenida Jorge Amado,,35.0,1,0,1,650
370,aluguel,Apartamento2,Uruguai, Outros 2ª Travessa Nelton Franca,,58.0,2,0,1,750
371,aluguel,Sala,Caminho das Árvores, Rua Ewerton Visco,,26.0,0,1,1,750
372,aluguel,Apartamento2,São Marcos, Avenida Oceano Pacífico, 481,52.28,2,0,1,800
373,aluguel,Casa,Nordeste, Rua Sudeste, 8,65.0,2,0,1,900
374,aluguel,Sala,Caminho das Árvores, Avenida Tancredo Neves,,29.94,0,1,1,900
375,aluguel,Casaemcondomínio,Itapuã, Rua Odorico Tavares, 7,150.0,5,1,4,3300
376,aluguel,CasaComercial,Caminho das Árvores, Rua das Avencas, 73,366.0,0,2,0,7000
377,aluguel,CasaComercial,Matatu, Rua Lalita Costa, 346,400.0,0,0,0,9000
378,aluguel,Loja,Baixa de Quintas, Avenida Heitor Dias,,600.0,0,8,0,9000
379,aluguel,Terreno,Engenho Velho da Federação, Avenida Cardeal da Silva,,588.0,0,0,0,10000
380,aluguel,Loja,Matatu, Rua Barros Falcão,,80.82,0,7,0,10500
381,aluguel,Loja,Matatu, Rua Barros Falcão,,92.03,0,10,0,12000
382,aluguel,CasaComercial,Rio Vermelho, Rua Professora Natália Vinhais,,720.0,0,1,4,16000
383,aluguel,Loja,Caminho das Árvores, Rua Ewerton Visco,,545.0,0,18,2,65000
384,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,0,594
385,aluguel,Loja,Massaranduba, Rua Dom Sebastião Lemos,,40.0,0,0,1,750
386,aluguel,Sala,Barra, Rua Lord Cochrane,,30.0,0,0,0,1000
387,aluguel,Apartamento4,Ondina, Rua Morro do Escravo Miguel,,220.47,4,2,2,2940
388,aluguel,Sala,Federação, Avenida Anita Garibaldi, 0,31.77,0,1,1,600
389,aluguel,Apartamento,Politeama,,,36.0,1,0,1,800
390,aluguel,Apartamento3,Rio Vermelho,,,122.5,3,1,3,2300
391,aluguel,Apartamento4,Pituba,,,106.06,4,2,3,2300
392,aluguel,Sala,Comércio, Rua dos Algibebes, 4,29.0,0,0,1,500
393,aluguel,Sala,Comércio, Rua Miguel Calmon,,200.0,0,0,0,4000
394,aluguel,Apartamento3,Pituaçu,,,142.27,3,2,2,5250
395,aluguel,CasaComercial,Caminho das Árvores, Alameda das Cajazeiras,,450.0,0,4,7,15000
396,aluguel,Sala,Federação, Avenida Cardeal da Silva,,295.0,0,1,0,8000
397,aluguel,Sala,Federação, Avenida Cardeal da Silva,,295.0,0,1,0,8000
398,aluguel,Loja,Stella Maris, Rua Professor Carlos Ott, 79,21.0,0,0,0,1000
399,aluguel,Loja,Barris, Rua Conselheiro Junqueira Ayres, 2,118.5,0,0,0,7000
400,aluguel,Sala,Comércio, Rua Portugal,,29.87,0,0,1,700
401,aluguel,Sala,São Gonçalo, Rua Tobogan, 5,90.0,0,0,0,2400
402,aluguel,Apartamento,Pituba,,,29.42,1,0,1,1080
403,aluguel,Pontocomercial,Canela,,,280.0,0,0,2,5000
404,aluguel,CasaComercial,Rio Vermelho,,,360.0,0,2,4,12000
405,aluguel,Loja,Dois de Julho, Rua Carlos Gomes,,500.0,0,0,3,20000
406,aluguel,Pontocomercial,Engenho Velho de Brotas, Rua Frederico Costa,,1500.0,0,11,8,20000
407,aluguel,Pontocomercial,Liberdade,,,472.0,0,0,10,20000
408,aluguel,Pontocomercial,Canela,,,543.0,0,5,0,22000
409,aluguel,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,,28.27,0,1,1,600
410,aluguel,Apartamento2,Vila Rui Barbosa, Rua José Bonifácio,,40.0,2,0,1,650
411,aluguel,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,,50.0,0,0,1,900
412,aluguel,Loja,Barra, Rua Marquês de Caravelas,,200.0,0,0,2,8500
413,aluguel,Cobertura,Itaigara, Rua Almeida Garret,,86.0,2,2,2,3700
414,aluguel,Apartamento,Ribeira, Beco Bucuitiba, 23,40.0,1,0,0,700
415,aluguel,Pontocomercial,Liberdade, Estrada da Liberdade,,192.3,0,0,2,5900
416,aluguel,Conjuntodesalas,Pituba,,,50.0,0,0,0,3000
417,aluguel,CasaComercial,Matatu,,,143.0,0,4,4,15000
418,aluguel,Apartamento,Ribeira, Beco Bucuitiba, 22,40.0,1,0,0,700
419,aluguel,Galpão,Ceasa,,,543.0,0,0,2,6500
